Title,Price,Address,Details
4 bedroom detached duplex for sale,"₦120,000,000","Orchid Road, By Chevron Toll Gate, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦550,000,000","Chevron, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦280,000,000","Maryland, Lagos",N/A
3 bedroom flat / apartment for rent,"₦5,500,000per annum","Orchid, Lekki, Lagos",N/A
Land for sale,"₦2,800,000,000","Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for rent,"₦7,500,000per annum","Lekki Country Road, Lekki, Lagos",N/A
Land for sale,"₦190,000,000","Itasin-zion Road, Ebute, Ikorodu, Lagos",N/A
2 bedroom flat / apartment short let,"₦200,000per day","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦200,000per day","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦13,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦50,000,000per annum","Parkview, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦1,800,000per annum","Ologunfe, Awoyaya, Ibeju Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦2,000,000per annum","Sangotedo, Ajah, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦390,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
Residential land for sale,"₦90,000,000","Bakare Makinde Street Off Agidi Road, Alapere, Ketu, Lagos",N/A
2 bedroom flat / apartment for rent,"₦45,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom terraced duplex for sale,"₦220,000,000","Ajao Estate Airport Road, Papa Ajao, Mushin, Lagos",N/A
4 bedroom detached duplex for sale,"₦270,000,000","Ajao Estate Airport Road, Papa Ajao, Mushin, Lagos",N/A
3 bedroom flat / apartment for sale,"₦200,000,000","Ikate, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦300,000,000","Maryland, Lagos",N/A
Land for sale,"₦25,000,000","Ajah, Lagos",N/A
4 bedroom terraced duplex for rent,"₦11,000,000per annum","Lekki Gardens Phase 2, Abraham Adesanya, Ajah, Lagos",N/A
3 bedroom detached bungalow for sale,"₦34,000,000","Oribanwa, Ibeju Lekki, Lagos",N/A
3 bedroom detached duplex for sale,"₦150,000,000","Ajah, Lagos",N/A
1 bedroom flat / apartment short let,"₦180,000per day","Off Adeola Odeku, Victoria Island (VI), Lagos",N/A
1 bedroom flat / apartment short let,"₦180,000per day","Homey And Cosy, Tasteful Design, Victoria Island (VI), Lagos",N/A
Commercial property for rent,"₦60,000,000per annum","Oduduwa Way, Ikeja GRA, Ikeja, Lagos",N/A
3 bedroom flat / apartment for sale,"₦160,000,000","Alagomeji, Yaba, Lagos",N/A
Land for sale,"₦5,500,000,000","By Protea Hotel, Assibiffi Road, Central Business District) Cbd, Alausa, Ikeja, Lagos",N/A
Land for sale,"₦1,800,000,000","Along Agidingbi Road, Agidingbi, Ikeja, Lagos",N/A
4 bedroom detached duplex for sale,"₦250,000,000","Adekoya Estate, Ogba, Ikeja, Lagos",N/A
1 bedroom flat / apartment short let,"₦150,000per day","Tokunbo Omisore Street, Lekki Phase 1, Lekki, Lagos",N/A
Land for sale,"₦1,600,000,000","By Lagos Business School, Ajiwe, Lekki Expressway, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦330,000,000","New Oko Oba Puposola Estate, Abule Egba, Agege, Lagos",N/A
Residential land for sale,"₦25,000,000","Off Monastery Road, Sangotedo, Ajah, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,300,000per annum","Muniru Estate, Ogombo, Ajah, Lagos",N/A
3 bedroom terraced duplex for sale,"₦120,000,000","Ilaje, Ikota, Lekki, Lagos",N/A
Land for sale,"₦4,000,000,000","Ikota, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦6,000,000per annum","Ikate, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦900,000,000","Cowrie Creek, Ikate, Lekki, Lagos",N/A
Land for sale,"₦1,300,000,000","Lekkiâepe Expressway, By Lagos Business School (lbs), Alasia, Ajah, Lagos",N/A
3 bedroom flat / apartment for sale,"₦85,000,000","Mobil Road, Ajah, Lagos",N/A
2 bedroom flat / apartment for sale,"₦70,000,000","Mobil Road, Ajah, Lagos",N/A
3 bedroom detached bungalow for sale,"₦70,000,000","Halleluyah Estate, Osogbo, Osun",N/A
2 bedroom flat / apartment short let,"₦260,000per day","Ikoyi, Lagos",N/A
Land for sale,"₦20,000,000per plot","Elekoâmagbon Axis, Ibeju, Lagos",N/A
5 bedroom detached duplex for sale,"₦500,000,000","Chevron, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,650,000,000","Michelle Okocha Crescent, Parkview Estate, Ikoyi, Lagos",N/A
1 bedroom flat / apartment for rent,"₦8,500,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom terraced duplex for sale,"₦55,000,000","Meridian Park Estate, Awoyaya, Ibeju Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,000,000per annum","Greenville Estate, Badore, Ajah, Lagos",N/A
4 bedroom terraced duplex for sale,"₦350,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦600,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
Self contain (single rooms) for rent,"₦3,000,000per annum","Cluster 1 @ Lekky County Homes, Ikota, Lekki, Lagos",N/A
Block of flats for sale,"₦270,000,000","Surulere, Lagos",N/A
2 bedroom flat / apartment for rent,"₦800,000per annum","Sunshine Estate, Magboro, Ogun",N/A
5 bedroom detached duplex for sale,"₦450,000,000","Chevron Toll Gate, Lekki, Lagos",N/A
Mixed-use land for sale,"₦3,500,000,000","Immam Dauda Street, Off Eric Moore, Surulere, Lagos",N/A
5 bedroom detached duplex for sale,"₦5,500,000,000","Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦500,000,000","Chevron Tollgate, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦12,000,000per annum","Bera Estate Chevron Drive ð°, Lekki, Lagos",N/A
5 bedroom detached duplex for rent,"₦25,000,000per annum","Chevron, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦25,000,000per annum","1004 Estate, Victoria Island (VI), Lagos",N/A
Commercial land for sale,"₦3,000,000","Imeko Afon, Ogun",N/A
Residential land for sale,"₦7,000,000","Igboye, Epe, Lagos",N/A
4 bedroom terraced duplex for sale,"₦240,000,000","Ikeja, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦135,000,000","Mobile Road, Ajah, Lagos",N/A
8 bedroom detached duplex for sale,"₦500,000,000","Chevron Toll Gate, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦155,999per day","Mercedes-benz Street, Ikate, Lekki, Lagos",N/A
Land for sale,"₦5,500,000,000","By Protea Hotel, Assibiffi Road, Central Business District) Cbd, Alausa, Ikeja, Lagos",N/A
2 bedroom flat / apartment short let,"₦200,000per day","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦200,000per day","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦13,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦1,800,000per annum","Ologunfe, Awoyaya, Ibeju Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦2,000,000per annum","Sangotedo, Ajah, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦390,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
Residential land for sale,"₦90,000,000","Bakare Makinde Street Off Agidi Road, Alapere, Ketu, Lagos",N/A
2 bedroom flat / apartment for rent,"₦45,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom terraced duplex for sale,"₦220,000,000","Ajao Estate Airport Road, Papa Ajao, Mushin, Lagos",N/A
Land for sale,"₦4,000,000,000","Ikota, Lekki, Lagos",N/A
3 bedroom flat / apartment for sale,"₦200,000,000","Ikate, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦150,000,000","Ikate, Lekki, Lagos",N/A
Land for sale,"₦1,300,000,000","Lekkiâepe Expressway, By Lagos Business School (lbs), Alasia, Ajah, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦300,000,000","Maryland, Lagos",N/A
Land for sale,"₦25,000,000","Ajah, Lagos",N/A
4 bedroom terraced duplex for rent,"₦11,000,000per annum","Lekki Gardens Phase 2, Abraham Adesanya, Ajah, Lagos",N/A
3 bedroom detached bungalow for sale,"₦34,000,000","Oribanwa, Ibeju Lekki, Lagos",N/A
3 bedroom detached duplex for sale,"₦150,000,000","Ajah, Lagos",N/A
1 bedroom flat / apartment short let,"₦180,000per day","Off Adeola Odeku, Victoria Island (VI), Lagos",N/A
4 bedroom house for rent,"₦25,000,000per annum","Reverend Ogunbiyi Street, Ikeja GRA, Ikeja, Lagos",N/A
3 bedroom flat / apartment for sale,"₦160,000,000","Alagomeji, Yaba, Lagos",N/A
Land for sale,"₦1,800,000,000","Along Agidingbi Road, Agidingbi, Ikeja, Lagos",N/A
4 bedroom detached duplex for sale,"₦250,000,000","Adekoya Estate, Ogba, Ikeja, Lagos",N/A
1 bedroom flat / apartment short let,"₦150,000per day","Tokunbo Omisore Street, Lekki Phase 1, Lekki, Lagos",N/A
Land for sale,"₦1,600,000,000","By Lagos Business School, Ajiwe, Lekki Expressway, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦330,000,000","New Oko Oba Puposola Estate, Abule Egba, Agege, Lagos",N/A
Residential land for sale,"₦25,000,000","Off Monastery Road, Sangotedo, Ajah, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,300,000per annum","Muniru Estate, Ogombo, Ajah, Lagos",N/A
3 bedroom terraced duplex for sale,"₦120,000,000","Ilaje, Ikota, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦6,000,000per annum","Ikate, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦900,000,000","Cowrie Creek, Ikate, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦240,000,000","Ikeja, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦135,000,000","Mobile Road, Ajah, Lagos",N/A
8 bedroom detached duplex for sale,"₦500,000,000","Chevron Toll Gate, Lekki, Lagos",N/A
3 bedroom flat / apartment for sale,"₦85,000,000","Mobil Road, Ajah, Lagos",N/A
2 bedroom flat / apartment for sale,"₦70,000,000","Mobil Road, Ajah, Lagos",N/A
3 bedroom detached bungalow for sale,"₦70,000,000","Halleluyah Estate, Osogbo, Osun",N/A
2 bedroom flat / apartment short let,"₦260,000per day","Ikoyi, Lagos",N/A
Land for sale,"₦20,000,000per plot","Elekoâmagbon Axis, Ibeju, Lagos",N/A
5 bedroom detached duplex for sale,"₦500,000,000","Chevron, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for sale,"₦140,000,000","Off Admiralty, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦20,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom flat / apartment for rent,"₦8,500,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom terraced duplex for sale,"₦55,000,000","Meridian Park Estate, Awoyaya, Ibeju Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,000,000per annum","Greenville Estate, Badore, Ajah, Lagos",N/A
4 bedroom terraced duplex for sale,"₦350,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦600,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
Self contain (single rooms) for rent,"₦3,000,000per annum","Cluster 1 @ Lekky County Homes, Ikota, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦120,000,000","Van Daniels Estate, Lekki, Lagos",N/A
Block of flats for sale,"₦270,000,000","Surulere, Lagos",N/A
2 bedroom flat / apartment for rent,"₦800,000per annum","Sunshine Estate, Magboro, Ogun",N/A
5 bedroom detached duplex for sale,"₦450,000,000","Chevron Toll Gate, Lekki, Lagos",N/A
Mixed-use land for sale,"₦3,500,000,000","Immam Dauda Street, Off Eric Moore, Surulere, Lagos",N/A
5 bedroom detached duplex for sale,"₦5,500,000,000","Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦500,000,000","Chevron Tollgate, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦12,000,000per annum","Bera Estate Chevron Drive ð°, Lekki, Lagos",N/A
5 bedroom detached duplex for rent,"₦25,000,000per annum","Chevron, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦25,000,000per annum","1004 Estate, Victoria Island (VI), Lagos",N/A
Commercial land for sale,"₦3,000,000","Imeko Afon, Ogun",N/A
Residential land for sale,"₦7,000,000","Igboye, Epe, Lagos",N/A
4 bedroom terraced duplex for sale,"₦240,000,000","Ikeja, Lagos",N/A
2 bedroom flat / apartment for sale,"₦45,000,000","Oasis Court 5 Apartments, Gra, Abijo, Lekki, Lagos",N/A
Warehouse for sale,"₦4,700,000,000","Akilo Street, Ogba, Ikeja, Lagos",N/A
3 bedroom house for rent,"₦20,000,000per annum","Off Victoria Arobieke, Lekki Phase 1, Lekki, Lagos",N/A
Self contain (single rooms) for rent,"₦3,500,000per annum","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦1,300,000,000","Osapa, Lekki, Lagos",N/A
3 bedroom flat / apartment short let,"₦295,000per day","Oniru, Victoria Island (VI), Lagos",N/A
Mixed-use land for sale,"₦9,000,000,000","Water Corporation Drive, Oniru, Victoria Island (VI), Lagos",N/A
3 bedroom terraced duplex for rent,"₦65,000,000per annum","Banana Island, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Park View Estate, Parkview, Ikoyi, Lagos",N/A
4 bedroom detached duplex for sale,"₦450,000,000","GRA Phase 1, Magodo, Lagos",N/A
4 bedroom detached duplex for sale,"₦640,000,000","Omole Phase 1, Ikeja, Lagos",N/A
4 bedroom detached duplex for sale,"₦700,000,000","Osborne, Ikoyi, Lagos",N/A
6 bedroom detached duplex for sale,"$1,500,000approx. ₦2,094,044,895","Glover Road, Old Ikoyi, Ikoyi, Lagos",N/A
Residential land for sale,"₦2,500,000,000","Sokoto Street, Banana Island., Old Ikoyi, Ikoyi, Lagos",N/A
Warehouse for sale,"₦4,500,000,000","Causeway Road, Ijora, Apapa, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦11,000,000per annum","Orchid Road, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦120,000per day","Orchid, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦16,000,000per annum","Dideolu Estate, Victoria Island (VI), Lagos",N/A
3 bedroom flat / apartment for sale,"₦65,000,000","Command, Ipaja, Lagos",N/A
5 bedroom detached duplex for sale,"₦480,000,000","Chevron Toll Gate, Lekki, Lagos",N/A
Commercial property for rent,"₦60,000,000per annum","Ikeja, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦320,000,000","Ilasan, Lekki, Lagos",N/A
4 bedroom flat / apartment for sale,"₦385,000,000","Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
Residential land joint venture,"₦15,750,000,000","Banana Island, Ikoyi, Lagos",N/A
Office space for rent,"₦2,000,000per annum","D-line, Port Harcourt, Rivers",N/A
4 bedroom detached duplex for sale,"₦640,000,000","Omole Phase 1, Ikeja, Lagos",N/A
Residential land for sale,"₦50,000,000","Dawaki, Gwarinpa, Abuja",N/A
Residential land for sale,"₦50,000,000","Dawaki, Gwarinpa, Abuja",N/A
Residential land for sale,"₦60,000,000","Dawaki, Gwarinpa, Abuja",N/A
4 bedroom detached duplex for sale,"₦70,000,000","Dawaki, Gwarinpa, Abuja",N/A
Self contain (single rooms) for rent,"₦1,300,000per annum","Cluster 1 @ Lekki County Homes, Ikota, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦680,000,000","GRA Phase 2, Magodo, Lagos",N/A
2 bedroom block of flats for sale,"₦95,000,000","Martins Estate Akute, Ojodu Berger, Ojodu, Lagos",N/A
6 bedroom detached duplex for sale,"₦390,000,000","Chevron Drive, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦30,000,000per annum","Ikoyi, Lagos",N/A
Commercial land for sale,"₦1,200,000,000","Ikorodu, Lagos",N/A
Self contain (single rooms) for rent,"₦1,000,000per annum","Little Acorns Estate, Lokogoma District, Abuja",N/A
Land for sale,"₦250,000,000","Seriki Aro Street Off Awolowo Way, Ikeja, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦300,000,000","Off Murtala Muhammed Way, Yaba, Lagos",N/A
6 bedroom detached duplex for sale,"₦320,000,000","Ojodu, Lagos",N/A
3 bedroom flat / apartment for sale,"₦140,000,000","Ajao Estate Airport Road, Isolo, Lagos",N/A
2 bedroom flat / apartment for sale,"₦160,000,000","Ikate Elegushi, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦350,000,000","Ogba, Ikeja, Lagos",N/A
Residential land for sale,"₦800,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦6,000,000per annum","Ologolo, Lekki Phase 1, Lekki, Lagos",N/A
Self contain (single rooms) for rent,"₦1,500,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom house short let,"₦190,000per day","Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,800,000,000","Pinnock Beach Estate, Osapa, Lekki, Lagos",N/A
3 bedroom semi-detached duplex for rent,"₦10,000,000per annum","Ikate Elegushi, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦2,300,000,000","Banana Island, Ikoyi, Lagos",N/A
Residential land for sale,"₦15,000,000per plot","Apu Road, Rukpokwu, Port Harcourt, Rivers",N/A
2 bedroom flat / apartment for rent,"₦4,000,000per annum","GRA Phase 1, Magodo, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦400,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
3 bedroom flat / apartment for rent,"₦2,500,000per annum","New Oko-Oba, Agege, Lagos",N/A
2 bedroom flat / apartment for sale,"₦160,000,000","Ikate, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦150,000,000","Ikate, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦120,000,000","Ikola, Ipaja, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,500,000per annum","Bera Estate Chevron Drive ð°, Lekki, Lagos",N/A
Residential land for sale,"₦300,000,000","Gilmor, Jahi, Abuja",N/A
4 bedroom terraced duplex for sale,"₦120,000,000","Karsana, Abuja",N/A
14 bedroom block of flats for sale,"₦600,000,000","Kado, Abuja",N/A
Filling station for sale,"₦2,500,000,000","Yaba, Lagos",N/A
4 bedroom house for sale,"₦1,050,000,000","Parkview, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦13,000,000per annum","Fani Kayode Street, Ikeja GRA, Ikeja, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,500,000,000","Off Durusomi Etti, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,900,000,000","Pinnock Beach Estate, Osapa, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦35,000,000per annum","Parkview Estate, Parkview, Ikoyi, Lagos",N/A
Residential land for sale,"₦13,000,000","Apu Road, Rukpokwu, Port Harcourt, Rivers",N/A
1 bedroom mini flat (room and parlour) for rent,"₦1,400,000per annum","Abule Parapo, Awoyaya, Ibeju Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦2,500,000per annum","Sangotedo, Ajah, Lagos",N/A
2 bedroom flat / apartment for rent,"₦6,000,000per annum","Ologolo, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦650,000,000","Katampe Extension, Katampe, Abuja",N/A
4 bedroom flat / apartment for rent,"₦35,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦45,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
6 bedroom detached duplex for sale,"₦390,000,000","Global Forex Traders Home, Opic, Isheri North, Lagos",N/A
14 bedroom block of flats for sale,"₦700,000,000","Off Adelabu, Adelabu, Surulere, Lagos",N/A
3 bedroom terraced duplex for rent,"₦6,500,000per annum","Gra, Ikota, Lekki, Lagos",N/A
1 bedroom terraced duplex for rent,"₦1,000,000per annum","Ikota Villa Estate, Ikota, Lekki, Lagos",N/A
Self contain (single rooms) for rent,"₦1,000,000per annum","Ikota Villa Estate, Ikota, Lekki, Lagos",N/A
Residential land for sale,"₦6,000,000per plot","Ibusa, Asaba, Delta",N/A
3 bedroom flat / apartment for rent,"₦10,000,000per annum","Gilmore, Jahi, Abuja",N/A
2 bedroom flat / apartment for rent,"₦10,000,000per annum","Gilmore, Jahi, Abuja",N/A
2 bedroom flat / apartment short let,"₦90,000per day","40 Akinyele Street, Aguda, Surulere, Lagos",N/A
6 bedroom house for sale,"₦1,600,000,000","Allen, Ikeja, Lagos",N/A
Residential land for sale,"₦1,500,000,000","U3 Estate, Lekki Right Side, Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦25,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦160,000,000","Ikate, Ikate Elegushi, Lekki, Lagos",N/A
24 bedroom terraced duplex for sale,"₦1,300,000,000","Off Woji, GRA Phase 2, Port Harcourt, Rivers",N/A
8 bedroom detached duplex for sale,"₦800,000,000","Zone 7, Wuse, Abuja",N/A
3 bedroom flat / apartment for rent,"₦24,999,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦1,300,000,000","Old Ikoyi, Ikoyi, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦1,500,000per annum","Catholic Mission Rd, Ogombo, Ajah, Lagos",N/A
14 bedroom block of flats for sale,"₦700,000,000","Off Adelabu, Adelabu, Surulere, Lagos",N/A
Self contain (single rooms) for rent,"₦1,000,000per annum","Ikota, Lekki, Lagos",N/A
3 bedroom block of flats for sale,"₦120,000,000","Idu Industrial, Abuja",N/A
1 bedroom flat / apartment short let,"₦90,000per day","By Lobito, Wuse 2, Abuja",N/A
24 bedroom detached duplex for sale,"₦2,800,000,000","Victoria Island (VI), Lagos",N/A
2 bedroom flat / apartment for rent,"₦2,500,000per annum","Off Mobil Road, Ajah, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦1,700,000per annum","Ajah, Lagos",N/A
Industrial land for sale,"₦800,000,000","Idu Industrial, Abuja",N/A
Land joint venture,"₦500,000,000","Kubwa, Abuja",N/A
4 bedroom flat / apartment for sale,"₦1,800,000,000","Mojisola Onikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦10,000,000per annum","Chevron Tollgate, Lekki, Lagos",N/A
5 bedroom house for rent,"₦75,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for sale,"₦400,000,000","Opebi, Ikeja, Lagos",N/A
1 bedroom mini flat (room and parlour) short let,"₦100,000per day","Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for rent,"₦171,200,000per annum","Banana Island, Ikoyi, Lagos",N/A
24 bedroom terraced duplex for sale,"₦1,300,000,000","Off Woji, GRA Phase 2, Port Harcourt, Rivers",N/A
2 bedroom block of flats for sale,"₦270,000,000","Mende, Maryland, Lagos",N/A
4 bedroom terraced duplex for rent,"₦35,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦34,995,555per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦50,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦34,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦13,000,000per annum","Ikota Lekki Lagos, Ikota, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦602,000,000","Off Awolowo Road, Ikoyi, Lagos",N/A
4 bedroom detached duplex for sale,"₦370,000,000","Off Ogunlana Drive, Surulere, Lagos",N/A
Mixed-use land for sale,"₦500,000,000","Off Adeniran Ogunsanya, Surulere, Lagos",N/A
5 bedroom house for sale,"₦2,500,000,000","Off Bourdillon, Ikoyi, Lagos",N/A
5 bedroom flat / apartment for sale,"₦1,500,000,000","Off Bourdillon Road, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for rent,"₦33,990,000per annum","Off Awolowo Road, Ikoyi, Lagos",N/A
Mixed-use land for sale,"₦350,000,000","Commercial Avenue, Yaba, Lagos",N/A
4 bedroom detached duplex for rent,"₦64,999,990per annum","Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦650,000,000","Chevron, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,000,000,000","Osapa, Lekki, Lagos",N/A
4 bedroom house for rent,"₦25,000,000per annum","Awuse Estate, Opebi, Ikeja, Lagos",N/A
2 bedroom flat / apartment for rent,"₦13,000,000per annum","Allen Avenue, Allen, Ikeja, Lagos",N/A
Office space for rent,"₦100,000per square meter / per annum","Oniru, Victoria Island (VI), Lagos",N/A
Residential land for sale,"₦3,500,000per square meter","Banana Island, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for sale,"₦599,999,999","Mojisola Onikoyi Estate, Banana Island, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦40,000,000per annum","Banana Island Estate, Banana Island, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦28,000,000per annum","Banana Island, Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦35,000,000per annum","Parkview, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦4,000,000per annum","Area 11, Garki, Abuja",N/A
4 bedroom house for sale,"₦200,000,000","Ogidan, Sangotedo, Ajah, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦170,000,000","Gra, Ikota, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦480,000,000","Apo Resettlement, Apo, Abuja",N/A
4 bedroom house for sale,"₦130,000,000","General Paint, Ajah, Lagos",N/A
5 bedroom detached duplex for sale,"₦1,700,000,000","Guzape District, Abuja",N/A
Mixed-use land joint venture,"₦1,000,000","Asaba, Delta",N/A
4 bedroom terraced duplex for sale,"₦130,000,000","Life Camp, Abuja",N/A
Mixed-use land for sale,"₦15,000,000per plot","Directly Opposite Admiralty University Facing The Titled Road, Asaba, Delta",N/A
4 bedroom flat / apartment for rent,"₦39,998,900per annum","Off Banana Island Road, Ikoyi, Lagos",N/A
5 bedroom detached duplex for rent,"₦18,000,000per annum","Royal Garden Estate, Ajah, Lagos",N/A
3 bedroom flat / apartment for rent,"₦7,000,000per annum","Gudu, Gudu, Abuja",N/A
3 bedroom flat / apartment for sale,"₦550,000,000","Ademola Adetokunbo, Victoria Island (VI), Lagos",N/A
